"Part";"Value";"Device";"Package";"Description";"";
"C1";"9pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"9pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C11";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C14";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"F1";"500mA-PTC";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"JP2";"";"M04PTH";"1X04";"Header 4";"";
"JP3";"M09";"M09";"1X09";"Header 9";"";
"LED1";"Green";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED3";"Green";"LED0603";"LED-0603";"LEDs";"";
"Q1";"32kHz";"CRYSTALEPSONMC146";"CRYSTAL-32KHZ-SMD_EPSON_MC146";"Crystals";"";
"R1";"750";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"750";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"750";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"SOLDERJUMPERNC2";"SOLDERJUMPERNC2";"SJ_2S-NOTRACE";"Solder Jumper";"";
"SJ2";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ3";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ4";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ5";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ6";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ7";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ8";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ9";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"U$1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$8";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$13";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$15";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$16";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$17";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U1";"RMCM01";"RMCM01SMD";"RMCM01";"";"";
"U2";"PIC16F913";"PIC16F913SOIC28";"SO-28W";"";"";
"U3";"FT232RL-BASICSSOP";"FT232RL-BASICSSOP";"SSOP28DB";"USB UART";"";
"U10";"PIC-ICSPPTH";"PIC-ICSPPTH";"MOLEX-1X6";"ISCP Programming connector for UAV, UBW Kit, etc.";"";
"X1";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
