"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF50V20%(1210)";"1210";"CAP-09824";"CAP-09824";"10uF";
"C2";"22uF";"22UF-6.3V-20%(0805)";"0805";"CAP-08402";"CAP-08402";"22uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"M09NO_SILK";"M09NO_SILK";"1X09_NO_SILK";"Header 9";"";"";
"JP2";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";"";
"JP3";"";"M02SMD";"1X02_SMD";"Header 2";"";"";
"JP4";"";"M02-JST-2-PTH-NO_SILK";"JST-2-PTH-NS";"Header 2";"";"";
"JP5";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";"";
"JP6";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"JP7";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"L1";"2.2uH";"INDUCTORVLF4012A";"VLF4012A";"Inductors";"";"";
"Q1";"DMG2307L-7";"MOSFET-PCHANNELSMD";"SOT23-3";"Generic PMOSFET";"";"";
"R1";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R2";"dnp";"RESISTOR0603";"0603-RES";"Resistor";"";"";
"R3";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"U$3";"REVISION";"REVISION";"REVISION";"";"";"";
"U$5";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U2";"TPS62172";"TPS62172";"WSON-8-PAD";"";"";"";
"U3";"ATSHA204-TSU";"ATSHA204-TSU";"SOT23-3";"";"";"";
"U4";"ELECTRIC_IMP";"ELECTRIC_IMP";"SD_1:1";"Electric Imp SD Socket";"CONN-11976";"";
"X1";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";"";
