"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C3";"10uF/25V";"CPOL-USE2.5-6";"E2,5-6";"POLARIZED CAPACITOR, American symbol";"";
"C4";"100/6VuF";"CPOL-USE2.5-6";"E2,5-6";"POLARIZED CAPACITOR, American symbol";"";
"C5";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C6";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C7";"100/6VuF";"CPOL-USE2.5-6";"E2,5-6";"POLARIZED CAPACITOR, American symbol";"";
"D1";"1N4001";"1N4004";"DO41-10";"DIODE";"";
"D2";"";"LED3MM";"LED3MM";"LED";"";
"D3";"Green";"LED3MM";"LED3MM";"LED";"";
"H1";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";
"H2";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";
"H3";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";
"H4";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";
"IC1";"ATMEGA168P";"ATMEGA168PROUND";"DIL28/3";"MICROCONTROLLER";"";
"IC2";"";"MCP1700INLINE";"TO92-INLINE";"VOLTAGE REGULATOR";"";
"IC3";"7805T";"7805T";"TO220H";"Positive VOLTAGE REGULATOR";"";
"J1";"2.1MMJACK";"2.1MMJACK";"PJ-102A";"";"";
"JP1";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"JP2";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"JP3";"";"PINHD-2X3";"2X03";"PIN HEADER";"";
"JP4";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP5";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP7";"";"PINHD-1X6CLEAN";"1X06-CLEAN";"PIN HEADER";"";
"PWR_SEL";"";"PINHD-1X3";"1X03";"PIN HEADER";"";
"R1";"10K";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"R2";"1.0 K";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"R3";"1.0 K";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"S1";"RESET";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"U$2";"ARDUINO-NOHOLE";"ARDUINO-NOHOLE";"ARDUINO-NOHOLE";"Arduino Diecimila/Duemilanove";"";
"X1";"16.00MHz";"CERMOSCILL";"CERM_OSC";"";"";
