"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"0.1uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C7";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C11";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C12";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C13";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C14";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C15";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C16";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C17";"1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C18";"1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C19";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C20";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C21";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C22";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C23";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C24";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C25";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C26";"100uF";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"D1";"MBR0540";"DIODESOD-123";"SOD-123";"Diode";"";
"D2";"MM3Z24VT1G";"DIODESMA";"SMADIODE";"Diode";"";
"D3";"2N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"FB1";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB2";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB3";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB4";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB5";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB6";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB7";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB8";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB9";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB10";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
