"Part";"Value";"Device";"Package";"Description";"";
"C1";".1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"IC1";"LMV358";"OPAMP-DUALU";"SO08";"Operational Amplifier";"";
"JP2";"";"M06SIP";"1X06";"Header 6";"";
"Q1";"mmbt2222";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"Q2";"mmbt2222";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"R1";"10K";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"R2";"10K";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R6";"20K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R7";"2K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"STAT";"";"LED0603";"LED-0603";"LEDs";"";
"U$3";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
