"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"10uF";"10UF-6.3V-20%(0603)";"0603-CAP";"CAP-11015";"CAP-11015";"10uF";
"C5";"10nF";"10NF/10000PF-50V-10%(0603)";"0603-CAP";"CAP-00867";"CAP-00867";"10nF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"SPARK_PHOTONTEMPLATE_WIDE";"SPARK_PHOTONTEMPLATE_WIDE";"SPARK_PHOTON_TEMPLATE_WIDE";"";"";"";
"JP2";"";"M05PTH";"1X05";"Header 5";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";"";
"R1";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R2";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R3";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R4";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"SJ1";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ4";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ5";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ6";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ7";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ8";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"U1";"LSM9DS1";"LSM9DS1";"LGA24-8X4";"LSM9DS1 3D accelerometer, gyroscope & magnetometer";"IC-12536";"";
