"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"2.2pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C2";"10pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C3";"DNC_10pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C4";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C5";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C6";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C7";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C8";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"CN2";"microSD";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
"FB1";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"74AHC1G125";"74AHC1G125";"SOT23-5L";"";"";
"JP1";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP2";"";"HEADER-1X3ROUND";"1X03_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"JP4";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP5";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP6";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"L1";"DNP";"INDUCTOR_0402";"_0402";"Inductors";"";
"L2";"2.2nH";"INDUCTOR_0402";"_0402";"Inductors";"";
"LED1";"green";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"R1";"470 ohm";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R2";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R3";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"SJ1";"TESTMODE";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SJ2";"MOSIHW";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ3";"MISOHW";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ4";"SCKHW";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SW1";"SPST_TACT-EVQQ2";"SPST_TACT-EVQQ2";"EVQ-Q2";"SMT 6mm switch, EVQQ2 series";"";
"TP1";"SCL";"TESTPOINTPAD1MM";"TESTPOINT_PAD_1MM";"Test Point";"";
"TP2";"SDA";"TESTPOINTPAD1MM";"TESTPOINT_PAD_1MM";"Test Point";"";
"U$35";"U.FL";"U.FL";"U.FL";"U.FL Antenna Connector";"";
"U$36";"ARDUINO_R3_ICSP";"ARDUINO_R3_ICSP";"ARDUINOR3_ICSP";"";"";
"U1";"CC3000MOD";"CC3000MOD";"CC3000MOD";"CC3000MOD Wifi Module";"";
"U2";"LT1117-3v";"VREG_SOT223";"SOT223-R";"SOT-223 Fixed Voltage Regulators";"";
"U3";"74HC4050D";"74HC4050D";"SOIC16";"6-channel level shifter";"";
"X1";"2450AT18B100";"ANTENNA_JOHANSON_2500AT44M0400";"ANT_2500AT44M0400";"Johanson 2.3-2.7 GHz Chip Antenna";"";
