"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"F1";"500mA";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"JP1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP2";"";"M03SCREW";"SCREWTERMINAL-3.5MM-3";"Header 3";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";
"JP4";"RJ45-8PTH";"RJ45-8PTH";"RJ45-8";"RJ45 Jack";"";
"JP5";"";"M04PTH";"1X04";"Header 4";"";
"JP6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP8";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP9";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP10";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP12";"Unused Pins";"M04PTH";"1X04";"Header 4";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Green";"LED0603";"LED-0603";"LEDs";"";
"LED3";"Green";"LED0603";"LED-0603";"LEDs";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"220";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ2";"SOLDERJUMPERNC2";"SOLDERJUMPERNC2";"SJ_2S-NOTRACE";"Solder Jumper";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"FT232R";"FT232RLSSOP";"SSOP28DB";"USB UART";"";
"U2";"RS485";"RS485SOIC";"SO08";"";"";
"X2";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
