"Part";"Value";"Device";"Package";"Description";"BOM";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP3";"";"HEADER-1X13";"1X13_ROUND_70";"";"";
"JP4";"";"HEADER-1X13";"1X13_ROUND_70";"";"";
"LED1";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED2";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED3";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED4";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED5";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED6";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED7";"";"LED0805";"CHIPLED_0805";"LED";"";
"LED8";"";"LED0805";"CHIPLED_0805";"LED";"";
"R1";"470";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
"R2";"470";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
"R9";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R10";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R11";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"150K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"U$7";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U$8";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U$9";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U$10";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"";"CAP1188";"QFN24_4MM_SMSC";"CAP1188 - Eight Channel Cap Touch Controller";"";
"U2";"MIC5225-3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
