"Part";"Value";"Device";"Package";"Description";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C11";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C13";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP6";"Left Port B";"M08";"1X08";"Header 8";"";
"JP7";"Left Port C";"M08";"1X08";"Header 8";"";
"JP8";"Right Port H";"M08";"1X08";"Header 8";"";
"JP9";"Right Port J";"M08";"1X08";"Header 8";"";
"JP10";"TopEdge";"M16PTH";"1X16";"";"";
"JP11";"TopInside";"M16PTH";"1X16";"";"";
"JP12";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP13";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U1";"XMEGA-100SMD";"XMEGA-100SMD";"TQFP-100-14X14MM";"";"";
"U5";"BottonInside";"M13";"1X13";"";"";
"U6";"BottomEdge";"M13";"1X13";"";"";
