"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C3";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C4";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C5";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C10";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C13";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";"";
"C19";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";"";
"D3";"Green";"LED";"0603-LED-ALT1";"LEDs";"";"";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"FTDI Basic";"ARDUINO_SERIAL_PROGRAMPTH";"1X06";"";"";"";
"JP2";"M12NO_SILK";"M12NO_SILK";"1X12_NO_SILK";"Header 12";"";"";
"JP3";"M12NO_SILK";"M12NO_SILK";"1X12_NO_SILK";"Header 12";"";"";
"JP4";"M021X02_NO_SILK";"M021X02_NO_SILK";"1X02_NO_SILK";"Standard 2-pin 0.1" header. Use with";"";"";
"JP5";"M021X02_NO_SILK";"M021X02_NO_SILK";"1X02_NO_SILK";"Standard 2-pin 0.1" header. Use with";"";"";
"LED1";"Red";"LED";"0603-LED-ALT1";"LEDs";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO4";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"R2";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"R6";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"R11";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"S1";"RESET";"SWITCH-MOMENTARY-2TACTILE-SWITCH-SMD-RIGHT-ANGLE";"TACTILE_SWITCH-SMD-RIGHT-ANGLE";"Various NO switches- pushbuttons, reed, etc";"COMP-12265";"";
"SJ1";"TX";"JUMPER-PAD-3-2OF3_NC_BY_TRACE";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ2";"RX";"JUMPER-PAD-3-2OF3_NC_BY_TRACE";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ3";"TX";"JUMPER-PAD-3-2OF3_NC_BY_TRACE";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ4";"VIN";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ5";"DCIN";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"U1";"MIC5205-3.3V (150mA)";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";"";
"U2";"EDISON_CONNECTOR_FULLMOUNTING_HOLES";"EDISON_CONNECTOR_FULLMOUNTING_HOLES";"EDISON_DAUGHTER";"";"";"";
"U3";"EDISON_CONNECTOR_FULLHEADER";"EDISON_CONNECTOR_FULLHEADER";"DF40C-70DP-0.4(51)";"";"";"";
"U4";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";"";
"U5";"";"TXB0104PWRSOIC14";"SO14";"4-Bit Bi-Directional Level Shifter";"IC-11329";"";
"Y1";"8MHZ";"RESONATOR8MHZ";"RESONATOR-SMD";"Resonator";"XTAL-08895";"8MHZ";
