"Part";"Value";"Device";"Package";"Description";"";
"C1";"100pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"M01PTH_2MM";"M01PTH_2MM";"1X01_2MM";"Header 1";"";
"JP2";"M01PTH_2MM";"M01PTH_2MM";"1X01_2MM";"Header 1";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";
"JP4";"M01PTH";"M01PTH";"1X01";"Header 1";"";
"JP5";"M01PTH";"M01PTH";"1X01";"Header 1";"";
"R1";"47K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"TRIMPOTSMD";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"R4";"TRIMPOTSMD";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"U$1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"U$2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"U1";"ACS712";"ACS712";"SO08";"";"";
"U2";"OPA344";"OPA344";"SOT23-5";"";"";
