"Part";"Value";"Device";"Package";"Description";"";
"C3";".1uf";"CAP0402";"C0402";"Capacitor";"";
"C4";"0.1uf";"CAP0402";"C0402";"Capacitor";"";
"C5";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C6";"0.1uf";"CAP0402";"C0402";"Capacitor";"";
"C7";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C8";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C9";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"IC1";"74LS595D";"74LS595D";"SO16";"8-bit SHIFT REGISTER, output latch";"";
"IC2";"74LS595D";"74LS595D";"SO16";"8-bit SHIFT REGISTER, output latch";"";
"IC3";"AVR-MEGA8-AI";"AVR-MEGA8-AI";"TQFP32-08";"MICROCONTROLLER";"";
"JP1";"M12PTH";"M12PTH";"1X12";"Header 12";"";
"JP2";"M12PTH";"M12PTH";"1X12";"Header 12";"";
"JP3";"";"M06SMD";"1X06-SMD";"Header 6";"";
"JP4";"";"M06SIP";"1X06";"Header 6";"";
"R1";"10K";"RESISTOR0402";"C0402";"Resistor";"";
"U$1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U2";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"U3";"16MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"ULN1";"uln2803";"ULN2803SOICW";"SO18L";"Darlington Driver";"";
