"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"1uF";"C-EUC0603";"C0603";"CAPACITOR, European symbol";"";
"C2";"1uF";"C-EUC0603";"C0603";"CAPACITOR, European symbol";"";
"C6";"1uF";"C-EUC0603";"C0603";"CAPACITOR, European symbol";"";
"C10";"1uF";"C-EUC0603";"C0603";"CAPACITOR, European symbol";"";
"DIN";"";"PINHD-1X1CB";"1X01-CLEANBIG";"Pin header 1x1 for 0.1" spacing";"";
"DOUT";"";"PINHD-1X1CB";"1X01-CLEANBIG";"Pin header 1x1 for 0.1" spacing";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"GND";"";"PINHD-1X1CB";"1X01-CLEANBIG";"Pin header 1x1 for 0.1" spacing";"";
"GND_2";"";"PINHD-1X1CB";"1X01-CLEANBIG";"Pin header 1x1 for 0.1" spacing";"";
"LED1";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED2";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED3";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED4";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED5";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED6";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"LED7";"WS2812B5050";"WS2812B5050";"WS2812B";"";"";
"R1";"470";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"VDD";"";"PINHD-1X1CB";"1X01-CLEANBIG";"Pin header 1x1 for 0.1" spacing";"";
