"Part";"Value";"Device";"Package";"Description";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"MYDAQ";"MYDAQ";"3.81MM_TERMINAL_BLOCK_FEMALE_LOCKING";"";"";
"JP3";"M20_LOCKINGFEMALE_LOCK.009";"M20_LOCKINGLOCK";"1X20_LOCK";"This is just like the LOCK variant in that the holes are staggared by 5 mil, but except for the last two holes.  They are not altered from the "standard" footprint layout.  This is used for a special purpose on the layout of our Graphic LCD Backpack.  Make sure you want to use this device before selecting it for you project!";"";
"JP4";"M20";"M20";"1X20";"This is just like the LOCK variant in that the holes are staggared by 5 mil, but except for the last two holes.  They are not altered from the "standard" footprint layout.  This is used for a special purpose on the layout of our Graphic LCD Backpack.  Make sure you want to use this device before selecting it for you project!";"";
"JP5";"M30";"M30";"1X30";"";"";
"JP6";"M30";"M30";"1X30";"";"";
"JP7";"M30";"M30";"1X30";"";"";
"JP8";"M30";"M30";"1X30";"";"";
"LOGO1";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"LOGO2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$3";"REVISION";"REVISION";"REVISION";"";"";
"U1";"BREADBOARDCLEAR";"BREADBOARDCLEAR";"BREADBOARD_CLEAR";"Breadboard Mini Self Adhesive";"";
