"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"15pF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"15pF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"2.2nF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C4";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"1.8pF";"CAP_CERAMIC_0402MP";"_0402MP";"Ceramic Capacitors";"";
"C6";"1.2pF";"CAP_CERAMIC_0402MP";"_0402MP";"Ceramic Capacitors";"";
"C7";"1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"1nF";"CAP_CERAMIC_0603";"_0603";"Ceramic Capacitors";"";
"C9";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C11";"33nF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C12";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C13";"15pF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C14";"15pF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C15";"1.5pF";"CAP_CERAMIC_0402MP";"_0402MP";"Ceramic Capacitors";"";
"C16";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C17";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FB1";"MMZ1608B121C";"FERRITE0805";"0805";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"L1";"8.2nH";"INDUCTOR_0402";"_0402";"Inductors";"";
"L2";"5.6nH";"INDUCTOR_0402";"_0402";"Inductors";"";
"L3";"3.9nH";"INDUCTOR_0402";"_0402";"Inductors";"";
"L4";"10µH";"INDUCTOR_0603";"_0603";"Inductors";"";
"L5";"15nH";"INDUCTOR_0603";"_0603";"Inductors";"";
"R1";"22K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$28";"";"ANTENNA_PCBNRF8001_1.6MM";"ANT_PCB_2.4GHZ_NRF8001_1.6MM_1OZ";"Various pre-calculated PCB Antennas";"";
"U1";"nRF8001";"NRF8001";"QFN32_5MM";"nRF8001 - Bluetooth Low-Energy Transceiver";"";
"U2";"MIC5225-3.3v";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"U3";"74HC4050D";"74HC4050DTSSOP";"TSSOP16";"6-channel level shifter";"";
"Y1";"16MHz";"CRYSTAL2.5X2.0";"CRYSTAL_2.5X2";"Crystals";"";
"Y2";"FC-255 32.7680K-A3";"CRYSTAL4.9X1.8";"CRYSTAL_4.9X1.8";"Crystals";"";
