"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"Ceramic";"CAP-00810";"0.1uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"Ceramic";"CAP-00810";"0.1uF";
"C3";"22uF";"22UF-0805-6.3V-20%";"0805";"22µF ceramic capacitors";"CAP-08402";"22uF";
"C4";"470pF";"470PF-0603-50V-5%";"0603";"470pF ceramic capacitors";"CAP-07884";"470pF";
"C5";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"CAP-00810";"0.1uF";
"C6";"10uF";"10UF-0603-6.3V-20%";"0603";"10.0µF ceramic capacitors";"CAP-11015";"10uF";
"C7";"10uF";"10UF-POLAR-EIA3216-16V-10%(TANT)";"EIA3216";"10.0µF polarized capacitors";"CAP-00811";"10uF";
"D1";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"DIO-00819";"RED";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";
"J1";"";"CONN_04";"1X04";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"J2";"";"CONN_04";"1X04";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"J3";"";"CONN_01";"1X01";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J4";"";"CONN_01";"1X01";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"JP3";"455-1750-1-ND";"CONN_04";"1X04";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"JP7";"VIN";"M02PTH";"1X02";"Header 2";"";"";
"L1";"2.2µH/±20%/1.5A";"INDUCTOR-VLF4012AT-2.2UH";"INDUCTOR_2.2UH";"Inductors";"NDUC-09513";"2.2µH/±20%/1.5A";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";
"R1";" ";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Generic Resistor Package";" ";" ";
"R2";"22k";"22KOHM-0603-1/10W-1%";"0603";"22kΩ resistor";"RES-07853";"22k";
"R3";"13k";"13KOHM-0603-1/10W-1%";"0603";"13kΩ resistor";"RES-14017";"13k";
"R4";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"1k";
"R5";"1.8M";"1.8MOHM";"0603";"1.8 MOhms ±5% 0.1W, 1/10W Chip Resistor 0603";"RES-13994";"1.8M";
"R6";"200k";"200KOHM-0603-1/10W-1%";"0603";"200kΩ resistor";"RES-09385";"200k";
"U1";"TXB0104";"TXB0104PWR";"TSSOP14";"4-Bit Bi-Directional Level Shifter";"IC-13929";"TXB0104";
"U2";"TPS61200";"TPS61200";"QFN-10_PAD";"DC to DC Booster";"IC-10035";"";
"U3";"MIC5205(ADJ)";"V_REG_MIC5205ADJ";"SOT23-5";"V_REG MIC5205 Standard 3.3V, 5V, and Adjustable 150mA LDO voltage regulator in SOT-23 layout. Micrel part MIC5205. BP (by-pass) pin is used to lower output noise with 470pF cap, may be left open. On the adjustable version BP is used to set output.";"VREG-12594";"MIC5205(ADJ)";
