"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"D2";"XZM2CRKM2DGFBB45SCCB";"SUNLEDSMD1";"PLCC4SMDLED";"LED-RGB Common Cathode";"DIO-13722";"XZM2CRKM2DGFBB45SCCB";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";
"LOGO1";"REVISION";"REVISION";"REVISION";""Revision By" Text";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";
"LOGO3";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";
"R1";"200";"200OHM-0603-1/10W-1%";"0603";"200Ω resistor";"RES-08220";"200";
"R2";"100";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"RES-07863";"100";
"R3";"100";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"RES-07863";"100";
"U$1";"LOGO-LPLP";"LOGO-LPLP";"LOGO-LILYPAD";"";"";"";
"U$2";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";"";
"U$3";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";"";
"U$7";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"U$8";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"U$9";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"U$10";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
