"Part";"Value";"Device";"Package";"Description";"";
"C1";"33nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"560uF";"CAP_POLG";"PANASONIC_G";"Capacitor Polarized";"";
"C3";"DNP";"CAP_POLPTH4";"CPOL-RADIAL-1000UF-25V";"Capacitor Polarized";"";
"C4";"33nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"560uF";"CAP_POLG";"PANASONIC_G";"Capacitor Polarized";"";
"C6";"DNP";"CAP_POLPTH4";"CPOL-RADIAL-1000UF-25V";"Capacitor Polarized";"";
"D1";"BZT52";"DIODE-ZENER-BZT52";"SOD-323";"Zener Diode";"";
"JP1";"M1";"M02PTH4";"1X02_XTRA_BIG";"Header 2";"";
"JP2";"M2";"M02PTH4";"1X02_XTRA_BIG";"Header 2";"";
"JP3";"VCC";"M02PTH4";"1X02_XTRA_BIG";"Header 2";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"LED1";"RED";"LED0603";"LED-0603";"LEDs";"";
"LED2";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED3";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED4";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED5";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"Q1";"FDD8580";"MOSFET-NCHANNELFDD8580";"DPAK";"";"";
"Q2";"FDD8580";"MOSFET-NCHANNELFDD8580";"DPAK";"";"";
"R1";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"1.5K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"4.7K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"100K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R10";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R11";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R12";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R13";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R14";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R15";"1.5K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R16";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R17";"4.7K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R18";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R19";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R20";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$6";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"VNH2SP30";"VNH2SP30";"VNH2SP30";"";"";
"U2";"VNH2SP30";"VNH2SP30";"VNH2SP30";"";"";
"U3";"ARDUINO_SHIELDLABEL";"ARDUINO_SHIELDLABEL";"DUEMILANOVE_SHIELD";"";"";
