"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C3";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C6";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C11";"22pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C12";"22pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C13";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C14";"10nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C15";"10nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C16";"47nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C17";"470pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C18";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C19";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C20";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C21";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C22";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C23";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C24";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C25";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C26";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C27";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C28";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C29";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C30";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C31";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C32";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C33";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D1";"";"DIODE-SCHOTTKY";"SOD-523";"Commonly MBRA140.";"";
"JP1";"LiPo";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP2";"FTDI";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"JP3";"POWER";"M02PTH";"1X02";"Header 2";"";
"JP4";"PROG";"AVR_SPI_PRG_6NS";"2X3-NS";"AVR ISP 6 Pin";"";
"JP5";"HEADPHONE";"AUDIO-JACK2SMD";"AUDIO-JACK-3.5MM-SMD";"";"";
"JP6";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"JP7";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP8";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"L1";"";"INDUCTOR0805";"0805";"Inductors";"";
"L2";"";"INDUCTOR0805";"0805";"Inductors";"";
"L3";"";"INDUCTOR0805";"0805";"Inductors";"";
"L4";"";"INDUCTOR0805";"0805";"Inductors";"";
"LED1";"RED";"LED0603";"LED-0603";"LEDs";"";
"LED2";"YELLOW";"LED0603";"LED-0603";"LEDs";"";
"LOGO1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"LOGO2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"LOGO3";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"R1";"2K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R1X";"DNP";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R2";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"1M";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R10";"20";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R11";"20";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R12";"10";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R13";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R14";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R15";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R16";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R18";"4.7K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R19";"4.7K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R20";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R21";"2K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R22";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R24";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R25";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R26";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"POWER";"AYZ0202";"AYZ0202";"SPDT Slide Switch";"";
"S2";"EC12PLRGBSDVBF-D";"ENCODER_3LED_CA";"ENCODER_LED_3";"";"";
"SJ1";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ2";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ3";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ4";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"SJ5";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"ST1";"TRIG2/SDA";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST2";"TRIG3/SCL";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST3";"TRIG4/TXO";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST4";"TRIG5/RXI";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST5";"SPKL-";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST6";"SPKL+";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST7";"SPKR-";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST8";"SPKR+";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST9";"3.3V";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST10";"VIN";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST11";"GND";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"ST12";"TRIG1";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"TP1";"TRIG1";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP2";"TRIG2/SDA";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP3";"TRIG3/SCL";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP4";"TRIG4/TXO";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP5";"TRIG5/RXI";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP6";"SPKL-";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP7";"SPKL+";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP8";"SPKR-";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP9";"SPKR+";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP10";"3.3V";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP11";"VIN";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP12";"GND";"TEST-POINT-PTH-LARGE";"1X01NS";"";"";
"TP13";"DTR";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP14";"1.8V";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"LOGO-LPLP";"LOGO-LPLP";"LOGO-LILYPAD";"";"";
"U$4";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$12";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"MCP73831";"MCP73831";"SOT23-5";"Microchip's MCP73831";"";
"U3";"MIC5219 3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U4";"VS1053";"VS1033";"LQFP-48";"";"";
"U5";"SP6214 1.8V";"V_REG_LDOSMD2";"SC70";"Voltage Regulator LDO";"";
"U6";"TPA2016D2RTJ";"TPA2016D2RTJ";"QFN-20-0.5MM";"2.8-W/Ch Stereo Class-D Audio Amplifier with I2C volume control, DRC and AGC";"";
"U7";"USD-SOCKET";"USD-SOCKETNEW";"MICRO-SD-SOCKET-PP";"microSD Socket";"";
"Y1";"8MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"Y2";"12.288MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
