"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-POLAR-EIA3216-16V-10%(TANT)";"EIA3216";"10.0µF polarized capacitors";"CAP-00811";"10uF";
"C2";"0.1uF";"0.1UF-0603-25V-5%";"0603";"0.1µF ceramic capacitors";"CAP-08604";"0.1uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";
"J1";"";"CONN_04";"1X04";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"J2";"";"I2C_STANDARD";"1X04";"SparkFun I2C Standard Pinout Header";"";"";
"JP1";"JUMPER-SMT_3_2-NC_PASTE_NO-SILK";"JUMPER-SMT_3_2-NC_PASTE_NO-SILK";"SMT-JUMPER_3_2-NC_PASTE_NO-SILK";"Normally closed solder jumper (2 of 2 connections)";"";"";
"JP2";"JUMPER-SMT_2_NO_NO-SILK";"JUMPER-SMT_2_NO_NO-SILK";"SMT-JUMPER_2_NO_NO-SILK";"Normally open jumper";"";"";
"JP3";"JUMPER-SMT_2_NC_PASTE_NO-SILK";"JUMPER-SMT_2_NC_PASTE_NO-SILK";"SMT-JUMPER_2_NC_PASTE_NO-SILK";"Normally closed solder jumper";"";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP7";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP8";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP9";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP11";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"LOGO1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";
"R1";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"R2";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"4.7k";
"R3";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"4.7k";
"R4";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"U1";"H3LIS331DL";"H3LIS331DL";"LGA-16-3X3";"";"IC-13786";"H3LIS331DL";
