"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP2";"";"PINHD-1X3CB";"1X03-CLEANBIG";"PIN HEADER";"";
"R1";"1M";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"3.3K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$6";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"MCP6001";"OPAMP_SINGLESOT235";"SOT23-5";"Single-Output Op-Amp";"";
"U2";"GUVA-S12SD";"UV_GUVA-S12SD";"GUVA-S12SD";"UV Sensor - GUVA-S12SD";"";
