"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"cr1220";"BATTERYCR1220_2";"CR1220-2";"CR1220 SMT - Digikey: 3001K-ND";"";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"PCF8523T";"RTC_PCF8523T";"SOIC8_150MIL";"";"";
"INT1";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP1";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP2";"";"HEADER-1X16ROUND";"1X16_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"MS1";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"";"";
"R1";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SDCS";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"SJ1";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SW1";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"X4";"microsd";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
"Y1";"32khz";"CRYSTAL8.0X3.8";"CRYSTAL_8X3.8";"Crystals";"";
