"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"CR1220";"BATTERYCR1220_SMT";"CR1220";"CR1220 SMT - Digikey: 3001K-ND";"";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"CUS520";"DIODESOD-323";"SOD-323";"Diode";"";
"FB1";"Ferrite";"FERRITE-0805NO";"0805-NO";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X970MIL";"1X09_ROUND_70";"PIN HEADER";"";
"LED1";"RED";"LED0805";"CHIPLED_0805";"LED";"";
"R1";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$8";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$9";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$20";"U.FL";"U.FL";"U.FL";"U.FL Antenna Connector";"";
"U1";"FGPMMOPA6H";"GPS_FGPMMOPA6H";"FGPMMOPA6H";"GPS Module - MTK MT3339 Chipset, -165dBm sensitivity, 22 channels, 10Hz, auto-select external antenna options";"";
"U2";"MIC5225-3.3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
