"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"ADR";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"C5";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"";"CAP-00810";"";"0.1uF";
"D1";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"BLUE";
"D2";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"BLUE";
"D3";"";"LED5MM";"LED_5MM";"LED (Generic)";"";"";"";"";
"D4";"";"LED5MM";"LED_5MM";"LED (Generic)";"";"";"";"";
"D11";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"";"DIO-00819";"";"RED";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"I2C";"JUMPER-SMT_3_2-NC_TRACE_SILK";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";
"J1";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09696";"";"";
"J2";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"JST04_1MM_RA";"SparkFun I2C Standard Pinout Header";"";"CONN-13694";"";"Qwiic Right Angle";
"J3";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"JST04_1MM_RA";"SparkFun I2C Standard Pinout Header";"";"CONN-13694";"";"Qwiic Right Angle";
"J4";"";"CONN_02SCREWTERMINAL-6.35MM-2";"1X02_6.35_SCREWTERM";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-15154";"";"";
"J5";"";"CONN_02SCREWTERMINAL-6.35MM-2";"1X02_6.35_SCREWTERM";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-15154";"";"";
"J6";"";"CONN_01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";
"J9";"AVR_SPI_PROG_3X2TESTPOINTS";"AVR_SPI_PROG_3X2TESTPOINTS";"2X3_TEST_POINTS";"AVR ISP 6 Pin";"";"";"";"";
"JP1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP8";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"K1";"25A Solid State Relay";"SIP_SOLIDSTATERELAY";"PTH_SOLIDSTATERELAY";"Tyco Electronics SSRF-240D25 - 25A Solid State Relay";"";"COM-15155";"";"25A Solid State Relay";
"K2";"25A Solid State Relay";"SIP_SOLIDSTATERELAY";"PTH_SOLIDSTATERELAY";"Tyco Electronics SSRF-240D25 - 25A Solid State Relay";"";"COM-15155";"";"25A Solid State Relay";
"LOGO1";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.3_INCH";"SFE_LOGO_NAME_FLAME.3_INCH";"SFE_LOGO_NAME_FLAME_.3";"SparkFun Font Logo w/ Flame";"";"";"";"";
