"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C1";"10uF";"10UF-6.3V-20%(1206)";"1206@1";"Ceramic";"";"CAP-10057";"";"10uF";
"C2";"10uF";"10UF-6.3V-20%(1206)";"1206@1";"Ceramic";"";"CAP-10057";"";"10uF";
"C3";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"";"CAP-00868";"";"1.0uF";
"C4";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"";"CAP-00868";"";"1.0uF";
"C5";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"";"CAP-00810";"";"0.1uF";
"D1";"120mA/40V/370mV";"DIODE-SCHOTTKY-RB751S40";"SOD-523";"Schottky diode";"";"DIO-11018";"";"120mA/40V/370mV";
"D2";"120mA/40V/370mV";"DIODE-SCHOTTKY-RB751S40";"SOD-523";"Schottky diode";"";"DIO-11018";"";"120mA/40V/370mV";
"D3";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"";"DIO-00819";"";"RED";
"D4";"3.6V";"DIODE-ZENER-BZT52C3V6S";"SOD-323";"Zener Diode";"";"DIO-08199";"";"3.6V";
"D5";"3.6V";"DIODE-ZENER-BZT52C3V6S";"SOD-323";"Zener Diode";"";"DIO-08199";"";"3.6V";
"D6";"3.6V";"DIODE-ZENER-BZT52C3V6S";"SOD-323";"Zener Diode";"";"DIO-08199";"";"3.6V";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FID3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FID4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"H1";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";"";"";
"H2";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";"";"";
"J1";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J2";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J3";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J4";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J5";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J6";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J7";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"J8";"GATORGATOR_MINI";"GATORGATOR_MINI";"GATOR_MINI";"";"";"";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO3";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME_.2";"SparkFun Flame Logo";"";"";"";"";
"MIC1";"MIC9.7MM";"MIC9.7MM";"MIC-9.7MM";"Omni-directional electret microphone. 9.7mm standard diameter.";"";"COMP-08856";"";"";
"Q1";"2.5A/30V/105mΩ";"MOSFET_PCH-DMG2307L";"SOT23-3";"P-channel MOSFETs";"";"TRANS-11308";"";"2.5A/30V/105mΩ";
"R1";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R2";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"R3";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"100k";
"R4";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"RES-00824";"";"10k";
