"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X16ROUND";"1X16_ROUND";"PIN HEADER";"";
"JP2";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X11";"1X11_ROUND";"";"";
"MS1";"MICROSHIELD";"MICROSHIELD";"MICROSHIELD";"";"";
"Q1";"MMBT2222";"TRANSISTOR_NPN";"SOT23-R";"NPN Transistor";"";
"R1";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SW1";"kmr2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"X1";"RELAY_NONLATCHING-EE2NUH";"RELAY_NONLATCHING-EE2NUH";"RELAY_EE2_NOLATCH";"";"";
"X2";"";"TERMBLOCK_1X3";"TERMBLOCK_1X3-3.5MM";"3.5mm Terminal block";"";
