"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C2";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C3";"0.1uf";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C4";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C5";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C6";"0.1uf";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C7";"0.1uf";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C8";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C9";"0.1uf";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C10";"0.1uF";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";
"C20";"10uF";"CPOL-EUSMCA";"SMC_A";"POLARIZED CAPACITOR, European symbol";"";
"C21";"10uF";"CPOL-EUSMCA";"SMC_A";"POLARIZED CAPACITOR, European symbol";"";
"C22";"10uF";"CPOL-EUSMCA";"SMC_A";"POLARIZED CAPACITOR, European symbol";"";
"C23";"10uF";"CPOL-EUSMCA";"SMC_A";"POLARIZED CAPACITOR, European symbol";"";
"C24";"10uF";"CPOL-EUSMCA";"SMC_A";"POLARIZED CAPACITOR, European symbol";"";
"I/O";"";"MA05-2";"MA05-2";"PIN HEADER";"";
"IC1";"";"PIC24FJ64GA002";"SO28W";"";"";
"IC2";"FT232RLSSOP";"FT232RLSSOP";"SSOP28DB";"USB UART";"";
"IC3";"4066D";"4066D";"SO14";"Quad bilateral ANALOG SWITCH";"";
"ICSP";"";"MA05-1";"MA05-1";"PIN HEADER";"";
"J1";"POWER_JACKSMD";"POWER_JACKSMD";"POWER_JACK_SMD";"Power Jack";"";
"J2";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
"L1";"700ma+ ferrite bead";"WE-KIL_0805";"WE-KI_0805_B";"SMD Wire Wound Ceramic Inductor WE-KIL";"";
"LED1";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED1A";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED2";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED2A";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED3";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED3A";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED4";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED4A";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED5";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"LED6";"";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"R1";"2K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R10";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R11";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R12";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R13";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R14";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R15";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R16";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R17";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R18";"10K";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R19";"10K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R20";"10K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R21";"10K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R22";"10K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R23";"10K";"R-EU_R0805";"R0805";"RESISTOR, European symbol";"";
"R30";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R30A";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R31";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R31A";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R32";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R32A";"330R";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R33";"1k1";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R34";"1k1";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R40";"1k1";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"R40A";"1k1";"R-EU_M0805";"M0805";"RESISTOR, European symbol";"";
"S1";"";"SWITCH-SPSTPTH";"SWITCH-SPDT";"SPST Switch";"";
"ST";"";"MA03-1";"MA03-1";"PIN HEADER";"";
"VR1";"7805";"LD117AS50TR";"SOT223";"Low drop fixed and adjustable positive voltage regulators 1 A";"";
"VR2";"MIC5205-3.3YM5";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"VR3";"MIC5205-3.3YM5";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"VR4";"MIC5205-5.0YM5";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
