"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"BAT1";"12mm";"BATTERY12MM";"BATTCON_12MM";"Battery Holders";"BATT-08044";"";
"C1";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C2";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"D2";"BLUE";"LED-BLUE0603";"LED-0603";"Blue LEDs for production use";"DIO-08575";"BLUE";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"ARDUINO_R3_SHIELD";"ARDUINO_R3_SHIELD_ICSP-NO_LABELS";"UNO_R3_SHIELD_ICSP_NOLABELS";"Arduino R3 Shield Footprint w/ 6-pin (2x3) ICSP Header";"";"";
"J2";"USD_CONNECTOR";"USD_CONNECTOR";"MICRO-SD-SOCKET-PP";"microSD Socket";"CONN-07820";"";
"JP1";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP2";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP3";"";"M07NO_SILK";"1X07_NO_SILK";"Header 7";"";"";
"JP4";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP5";"";"M06NO_SILK_FEMALE_PTH";"1X06_NO_SILK";"Header 6";"CONN-08437";"";
"JP6";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP7";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP8";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP9";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP10";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP11";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP12";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP13";"";"M08NO_SILK_FEMALE_PTH";"1X08_NO_SILK";"Header 8";"CONN-08438";"";
"JP14";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP15";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Standard 2-pin 0.1" header. Use with";"";"";
"JP16";"";"M01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Header 1";"";"";
"JP17";"";"M01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Header 1";"";"";
"JP19";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP20";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP21";"";"M08NO_SILK_FEMALE_PTH";"1X08_NO_SILK";"Header 8";"CONN-08438";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"R1";"1K";"1KOHM-1/10W-1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R2";"100k";"100KOHM-1/10W-1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R3";"100k";"100KOHM-1/10W-1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R4";"330";"330OHM1/10W1%(0603)";"0603-RES";"RES-00818";"RES-00818";"330";
"S1";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE-SWITCH-SMD";"Various NO switches- pushbuttons, reed, etc";"SWCH-08247";"";
"S2";"DPDT";"SWITCH-DPDTAYZ0202";"AYZ0202";"DPDT Version of the COM-00597";"SWCH-08179";"DPDT";
"SJ1";"";"JUMPER-PAD-3-2OF3_NC_BY_PASTE";"PAD-JUMPER-3-2OF3_NC_BY_PASTE_YES_SILK_FULL_BOX";"";"";"";
"SJ2";"PWR-LED";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ3";"IOREF";"JUMPER-PAD-3-NOYES_SILK";"PAD-JUMPER-3-NO_YES_SILK";"";"";"";
"SJ4";"D_RX";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ5";"D_TX";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ6";"CS";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ7";"uSD-SCK";"JUMPER-PAD-3-NC_BY_TRACE";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ8";"uSD-MISO";"JUMPER-PAD-3-NC_BY_TRACE";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ9";"GPS-LED";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"SJ10";"uSD-MOSI";"JUMPER-PAD-3-NC_BY_TRACE";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ11";"VBAT-3.3V";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"U1";"APK2112-3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"VREG-12457";"3.3V";
"U2";"GP3906-TLP";"GP3906-TLP";"GP3906-TLP";"GP3906-TLP PoT GPS Module";"GPS-13174";"";
"U3";"TXB0108";"TXB0108";"UFDFN-20";"8-Bit Bi-Directional Level Shifter";"IC-12292";"";
