"Part";"Value";"Device";"Package";"Description";"";
"2MM1";"";"SCHMALZHAUS_M04";"SCHMALZHAUS_SCREWTERMINAL-3.5MM-4_LOCK";"Header 4";"";
"2MM2";"";"SCHMALZHAUS_M04";"SCHMALZHAUS_SCREWTERMINAL-3.5MM-4_LOCK";"Header 4";"";
"C1";".1uf";"CAP0603";"0603";"Capacitor";"";
"C2";".1uf";"CAP0603";"0603";"Capacitor";"";
"C3";".1uf";"CAP0603";"0603";"Capacitor";"";
"C4";".1uf";"CAP0603";"0603";"Capacitor";"";
"C5";".1uf";"CAP0603";"0603";"Capacitor";"";
"C6";".1uf";"CAP0603";"0603";"Capacitor";"";
"C7";".1uf";"CAP0603";"0603";"Capacitor";"";
"C8";".1uf";"CAP0603";"0603";"Capacitor";"";
"C9";".22uF";"CAP0603";"0603";"Capacitor";"";
"C10";".22uF";"CAP0603";"0603";"Capacitor";"";
"C11";".1uf";"CAP0603";"0603";"Capacitor";"";
"C12";".1uf";"CAP0603";"0603";"Capacitor";"";
"C13";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C14";"100uF";"CAP_POLG";"PANASONIC_G";"Capacitor Polarized";"";
"C15";".1uf";"CAP0603";"0603";"Capacitor";"";
"C16";"1uF";"CAP0603";"0603";"Capacitor";"";
"C17";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C18";".1uf";"CAP0603";"0603";"Capacitor";"";
"C19";".1uf";"CAP0603";"0603";"Capacitor";"";
"C20";"1uF";"CAP0603";"0603";"Capacitor";"";
"C21";".1uf";"CAP0603";"0603";"Capacitor";"";
"D1";"";"DIODE-DO214AC";"DO214AC";"DIODE";"";
"D2";"";"DIODESMA";"SMA-DIODE";"Diode";"";
"D3";"";"DIODESMA";"SMA-DIODE";"Diode";"";
"D4";"";"CGRM4001-G";"SOD-123_MINI-SMA";"Molded plasitc,JEDEC SOD-123/Mini SMA";"";
"F1";"PTCSMD";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"IC1";"A4983ALT1";"A4983ALT1";"QFN-28-5MM_ALT1";"DMOS Microstepping Driver with Translator";"";
"IC2";"A4983ALT1";"A4983ALT1";"QFN-28-5MM_ALT1";"DMOS Microstepping Driver with Translator";"";
"IC3";"PIC18F46J50-I/PT";"PIC18F4J50";"TQFP44";"";"";
"IC4";"LM317MABDT";"LM317MABDT";"DPACK";"500 mA Adjustable Output Positive Voltage Regulator";"";
"IC5";"LM317MABDT";"LM317MABDT";"DPACK";"500 mA Adjustable Output Positive Voltage Regulator";"";
"J3";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
"J4";"IO";"M12PTH";"1X12";"Header 12";"";
"J5";"IO";"M12PTH";"1X12";"Header 12";"";
"J6";"POWER_JACKSMD";"POWER_JACKSMD";"POWER_JACK_SMD";"Power Jack";"";
"J7";"POWER_JACKSMD";"POWER_JACKSMD";"POWER_JACK_SMD";"Power Jack";"";
"J8";"ICSP";"M05_WIDENOSILK";"1X05_NOSILK";"Header 5";"";
"JP1";"";"M03LOCK_NO_SILK";"1X03_LOCK_NO_SILK";"Header 3";"";
"JP2";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP3";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP4";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP5";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP6";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP7";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP8";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";
"JP9";"";"M04POLAR";"MOLEX-1X4";"Header 4";"";
"JP10";"";"M04POLAR";"MOLEX-1X4";"Header 4";"";
"JP11";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP12";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";
"JP13";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";
"JP14";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP15";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"LED1";"DIR1_RED";"LED0603";"LED-0603";"LEDs";"";
"LED2";"DIR2_RED";"LED0603";"LED-0603";"LEDs";"";
"PWR";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"R1";".22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";".22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";".22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";".22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R6";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R7";"20K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R8";"20K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R9";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R10";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R11";"TRIMPOTSMD - 10K";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"R12";"47K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R13";"47K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R14";"47K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R15";"330";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R16";"330";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R17";"68.1K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R18";"4.7K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R19";"715";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R20";"330";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R21";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R22";"10K";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R23";"240";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R24";"240";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R25";"330";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R26";"330";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"R27";"390";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";
"SW1";"PRG";"TAC_SWITCHSND";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"SW2";"RST";"TAC_SWITCHSND";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"TP1";"VCC";"M01_WIDENOSLIK";"1X01_NOSILK";"Header 1";"";
"TP2";"GND";"M01_WIDENOSLIK";"1X01_NOSILK";"Header 1";"";
"TP3";"REF";"M01PTH";"1X01";"Header 1";"";
"TP4";"GND";"M01_WIDENOSLIK";"1X01_NOSILK";"Header 1";"";
"TP5";"GND";"M01_WIDENOSLIK";"1X01_NOSILK";"Header 1";"";
"TP6";"Servo";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"SCHMALZHAUSSCHMALZHAUS_SMALL";"SCHMALZHAUSSCHMALZHAUS_SMALL";"SCHMALZHAUS_SMALL";"";"";
"U$2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$6";"PAD";"PAD";"PAD-0.008";"";"";
"U$7";"PAD";"PAD";"PAD-0.008";"";"";
"U$8";"PAD";"PAD";"PAD-0.008";"";"";
"U$9";"PAD";"PAD";"PAD-0.008";"";"";
"U$10";"PAD";"PAD";"PAD-0.008";"";"";
"U$11";"PAD";"PAD";"PAD-0.008";"";"";
"USB";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"USR";"RED";"LED0603";"LED-0603";"LEDs";"";
