"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"Male";"M10SMD_MALE";"1X10_SMD_MALE";"Header 10";"CONN-11291";"";
"JP2";"Male";"M08SMD-MALE";"1X08_SMD_MALE";"Header 8";"CONN-11292";"";
"JP3";"Male";"M08SMD-MALE";"1X08_SMD_MALE";"Header 8";"CONN-11292";"";
"JP4";"Male";"M06SMD_MALE";"1X06_SMD_MALE";"Header 6";"CONN-11293";"";
"JP5";"BTA";"M06VERNIER-ANALOG";"BTA";"Header 6";"";"";
"JP6";"BTA";"M06VERNIER-ANALOG";"BTA";"Header 6";"";"";
"JP7";"BTD";"M06VERNIER-DIGITAL";"BTD";"Header 6";"";"";
"JP8";"BTD";"M06VERNIER-DIGITAL";"BTD";"Header 6";"";"";
"JP9";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";"";
"JP10";"";"M031X03_NO_SILK";"1X03_NO_SILK";"Header 3";"";"";
"JP11";"M021X02_NO_SILK";"M021X02_NO_SILK";"1X02_NO_SILK";"Standard 2-pin 0.1" header. Use with";"";"";
"JP12";"Male";"M06SIP";"1X06";"Header 6";"";"";
"LED1";"";"LED5MM";"LED5MM";"LEDs";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO_1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"R1";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R2";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R3";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R4";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R7";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R8";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R9";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R10";"20k";"20KOHM1/10W1%(0603)";"0603-RES";"RES-09383";"RES-09383";"20k";
"R11";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R12";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R13";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R14";"15K";"15KOHM1/10W1%(0603)0603";"0603-RES";"RES-07854";"RES-07854";"15K";
"R15";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R16";"15K";"15KOHM1/10W1%(0603)0603";"0603-RES";"RES-07854";"RES-07854";"15K";
"R17";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R18";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R19";"330";"330OHM1/10W1%(0603)";"0603-RES";"RES-00818";"RES-00818";"330";
"R20";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"S3";"Reset";"SWITCH-MOMENTARY-2PTH";"TACTILE-PTH";"Various NO switches- pushbuttons, reed, etc";"";"";
"S4";"D12";"SWITCH-MOMENTARY-2PTH";"TACTILE-PTH";"Various NO switches- pushbuttons, reed, etc";"";"";
"U$1";"REVISION";"REVISION";"REVISION";"";"";"";
"U1";"74HC4052SO";"74HC4052SO";"SO16";"Dual 4:1 analog mux";"IC-09813";"74HC4052";
"U2";"LMV358SOICT";"LMV358SOICT";"SO08-TIGHT";"Jellybean rail-to-rail output op-amp";"IC-09657";"";
