"Part";"Value";"Device";"Package";"Description";"BOM";
"3V3IN";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"C1";"1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"D2";"BLUE";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"DFU";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"GND";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"R1";"2K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"2K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"2K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RX";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"SW1";"EG1319";"SWITCH_DPDTEG1390";"EG1390";"Switch - DPDT";"";
"TP1";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"TP2";"SWCLK";"TESTPOINT1.5X2.0MM_NOCREAM";"PAD-1.5X2.0";"Test Point";"";
"TP3";"SWDIO";"TESTPOINT1.5X2.0MM_NOCREAM";"PAD-1.5X2.0";"Test Point";"";
"TP5";"FCTRST";"TESTPOINT1.5X2.0MM_NOCREAM";"PAD-1.5X2.0";"Test Point";"";
"TX";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"U1";"MBT40";"NRF51822_MODULE_MDBT40";"BLE_MODULE_RAYTAC_MDBT40";"nRF51822 Bluetooth Low Energy Module";"";
"Y1";"32.768kHz (535-9166-2-ND)";"CRYSTAL2.0X6.0_32.768";"CRYSTAL_CYL_2X6MM_SMT";"Crystals";"";
