"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"CAP-00868";"1.0uF";
"C3";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"CAP-00868";"1.0uF";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"1X04_1MM_RA";"SparkFun I2C Standard Pinout Header";"CONN-13694";"Qwiic Right Angle";
"J2";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J3";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"J4";"";"CONN_06NO_SILK_FEMALE_PTH";"1X06_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-08437";"";
"J5";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"J6";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"1X04_1MM_RA";"SparkFun I2C Standard Pinout Header";"CONN-13694";"Qwiic Right Angle";
"J7";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"1X04_1MM_RA";"SparkFun I2C Standard Pinout Header";"CONN-13694";"Qwiic Right Angle";
"J8";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"1X04_1MM_RA";"SparkFun I2C Standard Pinout Header";"CONN-13694";"Qwiic Right Angle";
"J12";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open Source Hardware Logo";"";"";
"LOGO2";"REVISION";"REVISION";"REVISION";""Revision By" Text";"";"";
"U$1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";
"U$2";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";
"U2";"3.3V/600mA";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"VREG-12457";"3.3V";
"U3";"";"RASPBERRY_PI_40BTM-NOHOLES";"RASPBERRY_PI_SHIELD_BOTTOM_ENTRY_NOHOLES";"";"CONN-13790";"";
