"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"10nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"2.2nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"R1";"4.7K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"U$1";"REVISION";"REVISION";"REVISION";"";"";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ADXL3451:1";"ADXL3451:1";"LGA14";"";"";
"U3";"ITG-32001:1";"ITG-32001:1";"QFN-24_ITG3200_1:1";"ITG-3200 3-axis gyro, digital output, qfn24 package";"";
