"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C2";"10uF";"10UF-20V-10%(TANT)";"EIA3528";"CAP-08063";"CAP-08063";"10uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"";"M03PTH";"1X03";"Header 3";"";"";
"JP2";"";"M03PTH";"1X03";"Header 3";"";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";"";
"JP4";"";"M03PTH";"1X03";"Header 3";"";"";
"JP5";"";"M03PTH";"1X03";"Header 3";"";"";
"JP6";"";"M03PTH";"1X03";"Header 3";"";"";
"JP7";"";"M03PTH";"1X03";"Header 3";"";"";
"JP8";"";"M03PTH";"1X03";"Header 3";"";"";
"JP9";"";"M03PTH";"1X03";"Header 3";"";"";
"JP10";"";"M03PTH";"1X03";"Header 3";"";"";
"JP11";"";"M03PTH";"1X03";"Header 3";"";"";
"JP12";"";"M03PTH";"1X03";"Header 3";"";"";
"JP13";"";"M03PTH";"1X03";"Header 3";"";"";
"JP14";"";"M03PTH";"1X03";"Header 3";"";"";
"JP15";"";"M03PTH";"1X03";"Header 3";"";"";
"JP16";"";"M03PTH";"1X03";"Header 3";"";"";
"JP17";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP18";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP19";"";"M02PTH";"1X02";"Header 2";"";"";
"JP20";"";"M02PTH";"1X02";"Header 2";"";"";
"JP21";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP22";"INPUT";"M07";"1X07";"Header 7";"";"";
"JP23";"OUTPUT";"M07";"1X07";"Header 7";"";"";
"JP26";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SFE Logo, name and flame";"";"";
"R3";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R4";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R5";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R6";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R7";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R8";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R9";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R10";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R11";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R12";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R13";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R14";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R15";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R16";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R17";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R18";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R19";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R20";"R2";"RESISTORKIT";"AXIAL-0.3-KIT";"Resistor";"";"";
"SJ2";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";"";
"U2";"V_REG_MIC52055V";"V_REG_MIC52055V";"SOT23-5";"V_REG MIC5219";"VREG-00823";"5V";
"U3";"TLC5940-RHB";"TLC5940-RHB";"QFN-32";"16-channel LED Driver with Dot Correction and Grayscale PWM Control";"IC-10398";"";
