"Part";"Value";"Device";"Package";"Description";"";
"B1";"CR1220";"BATTERYCR1220_SMT";"CR1220";"";"";
"C1";"0.1uF";"CAP_CERAMIC0805";"0805@1";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805";"0805@1";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805";"0805@1";"Ceramic Capacitors";"";
"CN2";"";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
"FB1";"Ferrite";"FERRITE0805";"0805@1";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"D0-D7";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP4";"D0-D7";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP6";"";"PINHD-1X6B";"1X06-BIG";"PIN HEADER";"";
"JP9";"";"PINHD-1X6B";"1X06-BIG";"PIN HEADER";"";
"LED1";"red";"LED0805";"CHIPLED_0805";"LED";"";
"LED4";"yellow";"LED0805";"CHIPLED_0805";"LED";"";
"LED5";"green";"LED0805";"CHIPLED_0805";"LED";"";
"R1";"1K";"RESISTOR0805";"0805";"Resistors";"";
"R5";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R9";"1k";"RESISTOR0805";"0805";"Resistors";"";
"R10";"1k";"RESISTOR0805";"0805";"Resistors";"";
"RESET";"Reset";"SPST_TACT-EVQQ2";"EVQ-Q2";"SMT 6mm switch, EVQQ2 series";"";
"SW1";"";"DPDT-EG1390";"EG1390";"";"";
"U$9";"PINHD-1X10";"PINHD-1X10";"1X10-BIG";"Pin header 1x10 0.1" spacing";"";
"U$20";"U.FL";"U.FL";"U.FL";"U.FL Antenna Connector";"";
"U1";"FGPMMOPA6H";"GPS_FGPMMOPA6H";"FGPMMOPA6H";"GPS Module - MTK MT3339 Chipset, -165dBm sensitivity, 22 channels, 10Hz, auto-select external antenna options";"";
"U2";"MIC5225-3.3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"U3";"ARDUINOR3-DIMENSION";"ARDUINOR3-DIMENSION";"ARDUINOR3";"This is a new object for the new Arduino R3 - with extra pins that you may want to use (such as IOref, and duplicated A4/A5";"";
"U4";"4050";"74HC4050D";"SOIC16";"6-channel level shifter";"";
