"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C6";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C9";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C10";"4.7uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"";"M02PTH";"1X02";"Header 2";"";
"JP5";"";"M02PTH";"1X02";"Header 2";"";
"JP6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP7";"";"M08";"1X08";"Header 8";"";
"JP8";"";"M02PTH";"1X02";"Header 2";"";
"JP9";"";"M06SIP";"1X06";"Header 6";"";
"JP10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP11";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP12";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP13";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"R1";"1k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"S1";"";"SWITCH-SPSTSMD";"AYZ0202";"SPST Switch";"";
"U$10";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$14";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ISD1900ISD1932";"ISD1900ISD1932";"SO-28W";"";"";
"U2";"MICELECTRET_SMD";"MICELECTRET_SMD";"MIC_ELECTRET_SMD";"Microphone";"";
"U3";"AUDIO-JACK2SMD";"AUDIO-JACK2SMD";"AUDIO-JACK-3.5MM-SMD";"";"";
