"Part";"Value";"Device";"Package";"Description";"";
"$$U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"IC1";"AVR-MEGA-PZIF_SOCKET";"AVR-MEGA8-PZIF_SOCKET";"DIL28-3-ZIF_SOCKET";"MICROCONTROLLER";"";
"J1";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"JP5";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP6";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED2";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED3";"RED";"LED0603";"LED-0603";"LEDs";"";
"LED4";"BLUE";"LED0603";"LED-0603";"LEDs";"";
"Q1";"8/16/20MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S2";"";"SWITCH-SPSTSMD";"AYZ0202";"SPST Switch";"";
"S3";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"SJ1";"SOLDERJUMPERNO";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"U$4";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$9";"AVR_SPI_PROG";"AVR_SPI_PROG";"AVR_ICSP";"AVR ICSP Header";"";
"U1";"ARDUINO_SHIELDLABEL";"ARDUINO_SHIELDLABEL";"DUEMILANOVE_SHIELD";"";"";
