"Part";"Value";"Device";"Package";"Description";"";
"A0";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A1";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A2";"";"SJ";"SJ";"SMD solder JUMPER";"";
"C1";"10uF";"CPOL-USA/3216-18R";"A/3216-18R";"POLARIZED CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"CONTRAST";"10K";"TRIMPOTTC33X";"TC33X";"SMT trimmer potentiometer part number TC33X";"";
"IC1";"MCP2300X/SO";"MCP2300X/SO";"SO18W";"MCP23008";"";
"IC2";"74LS595D";"74LS595D";"SO16";"8-bit SHIFT REGISTER, output latch";"";
"J1";"1X5";"1X5";"3.5MM-5P";"";"";
"JP1";"";"PINHD-1X16";"1X16";"PIN HEADER";"";
"Q1";"";"MMBT2222ALT1-NPN-SOT23-BEC";"SOT23-BEC";"NPN Transistror";"";
"R1";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"4.7k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"4.7k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R6";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R7";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"SPI";"";"SJ";"SJ";"SMD solder JUMPER";"";
"U$1";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$2";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
