"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C6";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C13";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C19";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"D3";"Green";"LED0603";"LED-0603";"LEDs";"";
"JP1";"FTDI Basic";"ARDUINO_SERIAL_PROGRAMPTH";"1X06";"";"";
"JP2";"";"M02PTH";"1X02";"Header 2";"";
"JP3";"";"M06SIP";"1X06";"Header 6";"";
"JP4";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"JP6";"";"M12PTH";"1X12";"Header 12";"";
"JP7";"";"M12PTH";"1X12";"Header 12";"";
"JP8";"";"M04PTH";"1X04";"Header 4";"";
"JP9";"";"M02PTH";"1X02";"Header 2";"";
"JP10";"";"M03PTH";"1X03";"Header 3";"";
"JP15";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP16";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP18";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP19";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP20";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP21";"";"M03PTH";"1X03";"Header 3";"";
"JP22";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED3";"Green";"LED0603";"LED-0603";"LEDs";"";
"LED4";"LED-TRICOLOR";"LED-TRICOLOR";"LED-TRICOLOR-SMD";"Tri-Color LED SMD";"";
"Q1";"16MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"R1";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"200";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R11";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"Reset";"TAC_SWITCHSMD";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"S2";"SWITCH-MOMENTARY-2SMD";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"SG1";"BUZZERSMD2";"BUZZERSMD2";"BUZZER-CCV";"Buzzer 12mm";"";
"SJ2";"";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"U$2";"MOUSE-BITE-3";"MOUSE-BITE-3";"MOUSE-BITE-3";"";"";
"U$4";"MOUSE-BITE-5";"MOUSE-BITE-5";"MOUSE-BITE-5";"";"";
"U$7";"MOUSE-BITE-2";"MOUSE-BITE-2";"MOUSE-BITE-2";"";"";
"U$8";"MOUSE-BITE-4";"MOUSE-BITE-4";"MOUSE-BITE-4";"";"";
"U$9";"MOUSE-BITE-3";"MOUSE-BITE-3";"MOUSE-BITE-3";"";"";
"U$13";"MOUSE-BITE-4";"MOUSE-BITE-4";"MOUSE-BITE-4";"";"";
"U$14";"MOUSE-BITE-4";"MOUSE-BITE-4";"MOUSE-BITE-4";"";"";
"U$22";"MOUSE-BITE-5";"MOUSE-BITE-5";"MOUSE-BITE-5";"";"";
"U$23";"MOUSE-BITE-5";"MOUSE-BITE-5";"MOUSE-BITE-5";"";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"MIC5205";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U3";"FT232RLSSOP";"FT232RLSSOP";"SSOP28DB";"USB UART";"";
"U4";"TEMT6000";"TEMT6000";"TEMT6000-SEN";"Ambient Light Sensor";"";
"X2";"USB-SMD-NS";"USB-SMD-NS";"USB-MINIB-NOSTOP";"USB Connectors";"";
