"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C13";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C19";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"D3";"Green";"LED0603";"LED-0603";"LEDs";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"FTDI Basic";"ARDUINO_SERIAL_PROGRAMPTH";"1X06";"";"";
"JP2";"";"M02PTH";"1X02";"Header 2";"";
"JP3";"";"M01PTH";"1X01";"Header 1";"";
"JP4";"";"M01PTH";"1X01";"Header 1";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP6";"";"M12PTH";"1X12";"Header 12";"";
"JP7";"";"M12PTH";"1X12";"Header 12";"";
"JP8";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"Q1";"8/16/20MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"R1";"";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R11";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S2";"Reset";"TAC_SWITCHSMD";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"PRO_MINI_CANDY";"PRO_MINI_CANDY";"PRO_MINI_CANDY";"";"";
"U$3";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"MIC5205";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
