"Part";"Value";"Device";"Package";"Description";"";
"C1";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";
"JP4";"";"M05PTH";"1X05";"Header 5";"";
"JP5";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP6";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"WHITE";"LED0603";"LED-0603";"LEDs";"";
"Q2";"MMBT2222";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"R1";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"300";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"300";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$4";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ADJD-S311-CR999";"ADJD-S311-CR999";"CSP-9";"";"";
"U2";"2.8V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U3";"2.8V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
