"Part";"Value";"Device";"Package";"Description";"BOM";
"#26";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"ADDR";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"AL1";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL2";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL3";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL4";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL5";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL6";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL7";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL8";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL9";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL10";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL11";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"AL12";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP_MICRO";"ALLIGATORCLIP";"";"";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"HEADER-1X25";"HEADER-1X25";"1X25_ROUND_70MIL";"";"";
"D1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IRQ";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP1";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP2";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP6";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP7";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP8";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP9";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP10";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP11";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP12";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"R1";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"75K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"100K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R7";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_HATSLOTS";"RASPBERRYPI_BPLUS_HATSLOTS";"PI_HAT_SLOTS";"";"";
"SJ1";"WP";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SJ2";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"U1";"CAT24C32";"EEPROM_I2C_SOIC8_GENERIC";"SOIC8_150MIL";"Note: The same pinout is used for many I2C EEPROMs in SOIC8(150mil) from a variety of manufacturers and in various sizes.";"";
"U2";"MPR121";"MPR121Q";"QFN20_3MM_NOTHERMAL";"MPR121Q - 12 Electrode Cap Touch Sensor";"";
