"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C2";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C5";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C6";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C7";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C8";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D2";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D3";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D4";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D5";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D6";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D7";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D8";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME3";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"";"SJCLOSED";"SJ_2S";"Solder jumper";"";"";
"J2";"";"SJCLOSED";"SJ_2S";"Solder jumper";"";"";
"JP1";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP2";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP3";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP4";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP5";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP6";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP7";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP8";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP9";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP10";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP11";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP12";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP13";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP14";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP15";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"R1";"10K";"10KOHM-1/10W-1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R2";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R3";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R4";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R5";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R6";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R7";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R8";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R9";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R10";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R11";"100";"100OHM-1/10W-1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"S1";"";"SWITCH-MOMENTARY-2SMD";"TACTILE-SWITCH-SMD";"Various NO switches- pushbuttons, reed, etc";"SWCH-08247";"";
"STANDOFF1";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"#4 Stand Off";"";"";
"STANDOFF3";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"#4 Stand Off";"";"";
"STANDOFF4";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"#4 Stand Off";"";"";
"TP1";"";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
"TP2";"";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
"TP3";"";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
"TP4";"";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
"TP5";"";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
"TP6";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP7";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP8";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP9";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP10";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP11";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP12";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP13";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP14";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP15";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP16";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP17";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP18";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP19";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TP20";"";"SINGLE_PADSMD";"2MM_SMD_PAD";"";"";"";
"TS1";"";"2CH_LINEAR_TOUCH";"2CH_48MM_LINEAR_TOUCH";"";"";"";
"U$4";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U$5";"SFE_LOGO_NAME_WEB";"SFE_LOGO_NAME_WEB";"SFE-NEW-WEBLOGO";"SparkFun.com board silk.";"";"";
"U1";"PIC16F1829";"PIC16F1829";"SSOP20";"";"IC-12357";"";
"U2";"AD5262";"AD5262";"SSOP16";"";"IC-12358";"";
"U3";"5V";"V_REG_MIC52055V";"SOT23-5";"V_REG MIC5219";"VREG-00823";"5V";
