"Part";"Value";"Device";"Package";"Description";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C11";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C14";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"F1";"500mA-PTC";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"JP1";"";"M04PTH";"1X04";"Header 4";"";
"LED2";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED3";"Green";"LED0603";"LED-0603";"LEDs";"";
"POWER";"Red";"LED0603";"LED-0603";"LEDs";"";
"R1";"330";"RESISTOR0402";"C0402";"Resistor";"";
"R2";"1K";"RESISTOR0402";"C0402";"Resistor";"";
"R3";"1K";"RESISTOR0402";"C0402";"Resistor";"";
"SJ1";"SOLDERJUMPERNC2";"SOLDERJUMPERNC2";"SJ_2S";"Solder Jumper";"";
"U$1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$2";"IPOD_CONNECTOR_FEMALE";"IPOD_CONNECTOR_FEMALE";"IPOD_FEMALE_CONNECTOR";"iPod Female Connector";"";
"U$3";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$8";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$9";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"FT232RL-BASICSSOP";"FT232RL-BASICSSOP";"SSOP28DB";"USB UART";"";
"X1";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
