"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"2.2nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"10nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C6";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C7";"470pF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C8";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C9";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C10";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP8";"";"M07";"1X07";"Header 7";"";
"JP9";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"R1";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"IMU3000";"IMU3000";"QFN-24";"";"";
"U2";"ADXL345";"ADXL345";"LGA14";"";"";
"U3";"3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
