"Part";"Value";"Device";"Package";"Description";"";
"B1";"BUZZER";"BUZZERPTH-NS-KIT";"BUZZER-12MM-NS-KIT";"Buzzer 12mm";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C13";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C19";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"D3";"Green";"LED0603";"LED-0603";"LEDs";"";
"F1";"500mA-PTC";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"J1";"Digital";"M081X08";"1X08";"Header 8";"";
"J2";"Analog";"M06SIP";"1X06";"Header 6";"";
"J3";"";"M081X08";"1X08";"Header 8";"";
"J4";"POWER";"M06SIP";"1X06";"Header 6";"";
"JP1";"LiPo";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP2";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP3";"ISP";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"JP4";"POWER_JACKPTH";"POWER_JACKPTH";"POWER_JACK_PTH";"Power Jack";"";
"JP5";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP6";"External";"M02PTH";"1X02";"Header 2";"";
"JP7";"External";"M02PTH";"1X02";"Header 2";"";
"JP9";"Program";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"Q1";"RESONATORSMD";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
"R1";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R11";"4.7K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"Select";"SWITCH-SPST-SMD-A";"SWITCH-SPST-SMD-A";"SPST Switch";"";
"S2";"Reset";"TAC_SWITCHSMD";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"SJ1";"SOLDERJUMPERNC3";"SOLDERJUMPERNC2";"SJ_2S-NOTRACE";"Solder Jumper";"";
"U$1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$2";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$9";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$11";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
