"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C2";"0.1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C3";"0.1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C4";"0.1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C5";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C6";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C7";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C8";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"FB1";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB2";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"J1";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"J2";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"R1";"100K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R2";"100K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R3";"100K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R4";"100K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"SW1";"";"DIPSWITCH_2PIN";"DIPSWITCH_2PIN";"DIP Switch - 2 Pin - [4UConnector: 19493]";"";
"U$20";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U$21";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U1";"TS2012";"AUDIOAMP_TPA2012D2";"WQFN20";"TPA2012D2 2.1W/CH Stereo Class-D Audio Amp";"";
