"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP4";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"Q1";"BSS138";"MOSFET-NREFLOW";"SOT23";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NREFLOW";"SOT23";"N-Channel Mosfet";"";
"R1";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$4";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$7";"FPC_4PIN_12969";"FPC_4PIN_12969";"FPC_CONN_1MM_DUAL_4P";"";"";
"U1";"STMPE610";"STMPE610";"QFN16_3MM";"STMPE610 - 12-Bit Touch Screen Controller";"";
"U2";"MIC5225-3.3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
