"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"220uF";"CPOL-USC";"PANASONIC_C";"POLARIZED CAPACITOR, American symbol";"";
"C2";"220uF";"CPOL-USC";"PANASONIC_C";"POLARIZED CAPACITOR, American symbol";"";
"C3";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C4";"22pF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C5";"22pF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C6";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C8";"1µF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C19";"1µF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C20";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C21";"10nF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C22";"10nF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C26";"0.1µF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"CN1";"2908-05WB-M6";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
"FB1";"FERITTE";"FERRITE-0805NO";"0805-NO";"Ferrite Bead";"";
"FB2";"FERITTE";"FERRITE-0805NO";"0805-NO";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X12";"1X12_ROUND";"";"";
"JP2";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X13";"1X13_ROUND_70";"";"";
"JP4";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"MIDI";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"MS1";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"";"";
"R1";"1M";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"22";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"22";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R16";"100K";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
"RST";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SW1";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"U1";"VS1053B";"VS1053B";"LQFP48";"VS1053b Audio Codec - Ogg Vorbis/MP3/AAC/WMA/FLAC/MIDI";"";
"U2";"AP7312-1833W6-7";"VREG_SOT23-6_DUALAP7312";"SOT23-6";"Dual Output SOT23-6 Linear Regulators";"";
"X1";"";"AUDIO_3.5MMJACK_4POL";"4UCONN_18510";"Footprint courtesy Morten Hjerde (Riftlabs.com)";"";
"Y1";"ABM8G-12.288MHZ-4Y-T3";"CRYSTAL3.2X2.5";"CRYSTAL_3.2X2.5";"Crystals";"";
