"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF50V20%(1210)";"1210";"CAP-09824";"CAP-09824";"10uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";"";
"JP2";"";"M05_ROUNDONLY_NOSILK";"1X05_ROUNDONLY_NOSILK";"Header 5";"";"";
"JP3";"";"M01SMDNS";"1X01NS";"Header 1";"";"";
"JP4";"";"M05_ROUNDONLY_NOSILK";"1X05_ROUNDONLY_NOSILK";"Header 5";"";"";
"JP5";"ANTENNA";"M03_ROUND_ONLY_NO_SILK";"1X03_ROUND_ONLY_NO_SILK";"Header 3";"";"";
"LOGO1";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SFE Logo, name only";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U1";"RFM69HCW";"RFM69HCW";"RFM69HCW-XXXS2";"";"";"";
