"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R2,R5";"0603";2;"100";;;
2;"R3,R4,R1,R6";"0603";4;"390";;;
3;"UNK0-1,PWR0,GND0,VCC1";"SMT-JUMPER_2_NC_TRACE_SILK";4;"JUMPER-SMT_2_NC_TRACE_SILK";;;
4;"J5";"1X01_NO_SILK";1;"";;;
5;"U$28,U$23";"QWIICBUS#WORKING#LOGO#JPG";2;"";;;
6;"H2,H4,H3,H1";"STAND-OFF";4;"STAND-OFF";;;
7;"U$1";"I2C";1;"";;;
8;"U$2,U$29";"GRN0";2;"";;;
9;"U$22,U$19";"#GRNW#0";2;"";;;
10;"U$34,U$3,U$5,U$4,U$33,U$13,U$6";"#GND#0";7;"";;;
11;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
12;"J2,J1";"JST04_1MM_RA";2;"QWIIC";;;
13;"D11";"LED-0603";1;"RED";;;
14;"C3,C4";"0603";2;"1.0uF";;;
15;"U$20,U$32,U$21,U$31";"#VCC1#0";4;"";;;
16;"C1,C2";"0603";2;"0.1uF";;;
17;"FD1,FD2,FD3,FD4";"FIDUCIAL-MICRO";4;"FIDUCIALUFIDUCIAL";;;
18;"J4,J8,J6";"1X04_NO_SILK";3;"";;;
19;"LOGO5";"SFE_LOGO_FLAME_.1";1;"SFE_LOGO_FLAME.1_INCH";;;
20;"I2C0";"SMT-JUMPER_3_2-NC_TRACE_SILK";1;"JUMPER-SMT_3_2-NC_TRACE_SILK";;;
21;"R7,R8";"0603";2;"4.7k";;;
22;"U$10,U$16";"#SCL#0";2;"";;;
23;"LOGO3";"QWIIC_4MM";1;"QWIIC_LOGO_4MM";;;
24;"U$27";"PWR0";1;"";;;
25;"U$11,U$17";"#EN#0";2;"";;;
26;"U$35,U$26";"ENDPOINT0";2;"";;;
27;"U$7,U$8";"#3V3#0";2;"";;;
28;"J3";"RJ45-8";1;"RJ45";;;
29;"R11";"0603";1;"1k";;;
30;"U1";"TSSOP10";1;"PCA9615";;;
31;"LOGO2";"REVISION";1;"REVISION";;;
32;"U$25";"0#10";1;"";;;
33;"U$9,U$15";"#SDA#0";2;"";;;
34;"U$14,U$18";"#GND2#0";2;"";;;
35;"LOGO1";"OSHW-LOGO-M";1;"OSHW-LOGOM";;;
36;"U$30,U$24";"#VCC2#0";2;"";;;
37;"U$12";"#VDDA#0";1;"";;;
38;"LOGO4";"SFE_LOGO_NAME_FLAME_.1";1;"SFE_LOGO_NAME_FLAME.1_INCH";;;
