"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FB1";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FB2";"ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"TPA2016D2QFN";"TPA2016D2QFN";"QFN20_4MM";"";"";
"J1";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"J2";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"R1";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"100K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$20";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U$21";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
