"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"0.22uF";"0.22UF-25V-10%(0603)";"0603-CAP";"CAP-07822";"CAP-07822";"0.22uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";"";
"JP3";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";
"JP4";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";
"R1";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R2";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U1";"HIH6131";"HIH6131";"SOIC8";"";"";"";
