"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"GND";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
"R2";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R3";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"SCL1";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
"SCL2";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
"SDA1";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
"SDA2";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
"SJ1";"";"SJ2W";"SJ_2";"SMD solder JUMPER";"";
"U2";"TSL2561";"TSL2561";"TSL2561_FN";"TSL2561 Light-To-Digital Sensor";"";
"VCC";"SEWTAP0.5IN";"SEWTAP0.5IN";"SEWINGTAP_0.5";"";"";
