"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C1";"0.22uF";"0.22UF-0603-50V-10%";"0603";"0.22µF ceramic capacitors";"";"CAP-15456";"";"0.22uF";
"C2";"0.22uF";"0.22UF-0603-50V-10%";"0603";"0.22µF ceramic capacitors";"";"CAP-15456";"";"0.22uF";
"C3";"0.1uF";"0.1UF-0603-25V-10%-X7R-WE";"0603";"0.1µF ceramic capacitors";"";"CAP-16503";"";"0.1uF";
"C4";"0.1uF";"0.1UF-0603-25V-10%-X7R-WE";"0603";"0.1µF ceramic capacitors";"";"CAP-16503";"";"0.1uF";
"C5";"10pF";"10PF-0603-50V-5%-C0G-WE";"0603";"10pF ceramic capacitors";"";"CAP-16506";"";"10pF";
"C6";"10pF";"10PF-0603-50V-5%-C0G-WE";"0603";"10pF ceramic capacitors";"";"CAP-16506";"";"10pF";
"C7";"3.3nF";"3.3NF-0603-100V-10%-WE";"0603";"3.3nF ceramic capacitors";"";"CAP-16505";"";"3.3nF";
"C8";"1.0uF";"1.0UF-0603-16V-10%-X7R-WE";"0603";"1µF ceramic capacitors";"";"CAP-16504";"";"1.0uF";
"C9";"1.0uF";"1.0UF-0603-16V-10%-X7R-WE";"0603";"1µF ceramic capacitors";"";"CAP-16504";"";"1.0uF";
"C10";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"C11";"0.68uF";"0.68UF-0603-16V-10%-X7R-WE";"0603";"0.68µF ceramic capacitors";"";"CAP-16639";"";"0.68uF";
"C12";"10nF";"10NF-0402T-25V-10%-X7R-WE";"0402-TIGHT";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-16508";"";"10nF";
"C13";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"C14";"10nF";"10NF-0402T-25V-10%-X7R-WE";"0402-TIGHT";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-16508";"";"10nF";
"C15";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"C16";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"C17";"10nF";"10NF-0402T-25V-10%-X7R-WE";"0402-TIGHT";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-16508";"";"10nF";
"C18";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"C19";"1.0uF";"1.0UF-0402T-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C20";"1.0nF/2kV";"1.0NF/1000PF-1206-2KV-10%-X7R-WORTH-ELEKRONIK";"1206";"1nF/1,000pF ceramic capacitors";"";"CAP-16430";"";"1.0nF";
"C21";"0.1uF/50V";"0.1UF-0603-50V-10%-X7R-WE";"0603";"0.1µF ceramic capacitors";"";"CAP-16523";"";"0.1uF";
"C22";"470nF/100V";"470NF-0805-100V-10%-X7S";"0805";"0.47uF/470nF ceramic capacitors";"";"CAP-16570";"";"470nF";
