"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C3";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"F1";"PTCSMD";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"J1";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"J2";"POWER_JACKPTH";"POWER_JACKPTH";"POWER_JACK_PTH";"Power Jack";"";
"JP1";"FTDI";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"JP2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP3";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP4";"Batt";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP5";"External";"M02PTH";"1X02";"Header 2";"";
"JP6";"External";"M02PTH";"1X02";"Header 2";"";
"JP7";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP8";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"green";"LED0603";"LED-0603";"LEDs";"";
"LED2";"yellow";"LED0603";"LED-0603";"LEDs";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"470";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"470";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"SWITCH-MOMENTARY-2SMD";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"S2";"";"SWITCH-SPST-SMD-A";"SWITCH-SPST-SMD-A";"SPST Switch";"";
"SJ1";"SOLDERJUMPERNC";"SOLDERJUMPERNC";"SJ_2S";"Solder Jumper";"";
"U$1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"ARDUINO-MEGAPRO";"ARDUINO-MEGAPRO";"ARDUINO_MEGA-PRO";"Arduino Mega footprint connections";"";
"U2";"ATMEGA2560AU";"ATMEGA2560AU";"TQFP100";"MICROCONTROLLER";"";
"U3";"V_REG_LDOSMD";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"Y1";"RESONATORSMD";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
