"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C5";"68uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D1";"MBRA140";"DIODESMA";"SMA-DIODE";"Diode";"";
"IC1";"NCP1402";"V_REG_NCP1400SOT23-5";"SOT23-5";"Switching step-up voltage regulator";"";
"JP1";"Long, Plastic";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP2";"Long, Plastic";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"JST-PTH";"M02JST-PTH-2-KIT";"JST-2-PTH-KIT";"Header 2";"";
"JP4";"Long, Plastic";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP5";"Long, Plastic";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP6";"";"JUMPER-2SMD-NO-NS";"SJ_2S-NO-NS";"Jumper";"";
"JP7";"";"JUMPER-2SMD-NO-NS";"SJ_2S-NO-NS";"Jumper";"";
"JP8";"";"JUMPER-2SMD-NO-NS";"SJ_2S-NO-NS";"Jumper";"";
"JP9";"Program";"ARDUINO_SERIAL_PROGRAMPTH-KIT";"1X06-KIT";"";"";
"JP10";"";"JUMPER-2SMD-NO-NS";"SJ_2S-NO-NS";"Jumper";"";
"JP11";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP12";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"L1";"47uH";"INDUCTORCR54";"CR54";"Inductors";"";
"LED2";"RED";"LED5MM-KIT";"LED5MM-KIT";"LEDs";"";
"LED3";"RED";"LED5MM-KIT";"LED5MM-KIT";"LEDs";"";
"Q1";"";"TRANSISTOR_NPNSOT23";"SOT23";"Transistor NPN";"";
"R1";"1k";"RESISTORKIT";"AXIAL-0.3-KIT";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1k";"RESISTORKIT";"AXIAL-0.3-KIT";"Resistor";"";
"R4";"TRIMPOT-2";"TRIMPOT-2";"TRIMPOT_TC33";"";"";
"R5";"PHOTOCELLPTH";"PHOTOCELLPTH-KIT";"PHOTOCELL-KIT";"Photocell Also known as a CdS photoresistor. This is a low cost way to detect light levels. Resistance decreases with more incoming light. SparkFun SKU: SEN-09088";"";
"R6";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SG1";"BUZZER";"BUZZERPTH-NS-KIT";"BUZZER-12MM-NS-KIT";"Buzzer 12mm";"";
"TP1";"TP";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$2";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$3";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"ATmega328";"ATMEGA168";"TQFP32-08";"";"";
"U3";"LCD-8x2";"LCD-16X28X2-KIT";"LCD-8X2-KIT";"";"";
"U4";"";"TMP36TO-92-KIT";"TO-92-KIT";"";"";
"Y1";"16mhz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
