"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R5,R3,R1,R4,R2,R6";"0603-RES";6;"10K";;;
2;"U1";"LGA24-8X4";1;"LSM9DS1";;;
3;"LOGO3";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
4;"STANDOFF4,STANDOFF2,STANDOFF1,STANDOFF3";"STAND-OFF";4;"STAND-OFF";;;
5;"C1,C2,C3";"0603-CAP";3;"0.1uF";;;
6;"JP1";"1X04_NO_SILK";1;"";;;
7;"FID1,FID2";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
8;"C4";"0603-CAP";1;"10uF";;;
9;"LOGO2";"SFE_LOGO_FLAME_.2";1;"SFE_LOGO_FLAME.2_INCH";;;
10;"FRAME1";"CREATIVE_COMMONS";1;"";;;
11;"C5";"0603-CAP";1;"10nF";;;
12;"JP2";"1X09_NO_SILK";1;"M09NO_SILK";;;
13;"SJ2,SJ3,SJ1";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";3;"";;;
14;"LOGO1";"SFE_LOGO_NAME_.1";1;"SFE_LOGO_NAME.1_INCH";;;
