"Part";"Value";"Device";"Package";"Description";"";
"B1";"PINHD-1X10";"PINHD-1X10";"1X10-BIG";"Pin header 1x10 0.1" spacing";"";
"C1";"1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"2.2uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C6";"2.2uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C7";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"P0\";"PINHD-1X10";"PINHD-1X10";"1X10-BIG";"Pin header 1x10 0.1" spacing";"";
"R1";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"390K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"U$1";"UG-2864HSWEG01";"UG-2864HSWEG01";"1X30-0.7MM";"UG-2864HSWEG01 OLED display";"";
"U$3";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$4";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
