"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"D2";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"FTDI";"HEADER-1X676MIL";"1X06_ROUND_76";"PIN HEADER";"";
"JP2";"Modem";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"JP4";"Control";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"R1";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$18";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U$19";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"CP2104";"CP2104";"QFN24_4MM_SMSC";"CP2104 - USB to UART Bridge";"";
"X1";"20329";"USB_MICRO_20329_V2";"4UCONN_20329_V2";"USB Connectors";"";
