"Part";"Value";"Device";"Package";"Description";"";
"BAT1";"";"BATTERY110-TABS";"LIPO-110-TABS";"Battery Holders";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C3";"1.0uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D2";"Status";"LED0603";"LED-0603";"LEDs";"";
"D4";"Yellow";"LED0603";"LED-0603";"LEDs";"";
"JP1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP2";"";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"JP3";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP4";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP5";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP6";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP7";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP8";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP9";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP10";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP11";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP12";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP13";"M01SNAP-FEMALE_LARGE";"M01SNAP-FEMALE";"SNAP-FEMALE";"Header 1";"";
"JP14";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP15";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP16";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"PP-GND";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-MISO";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-MOSI";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-RST";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-SCK";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-VCC";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S2";"On/Off";"AYZ0202";"AYZ0202";"SPDT Slide Switch";"";
"S3";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"TP-DTR";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-FTDI_VCC";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-RX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-TX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$2";"LOGO-LPLP";"LOGO-LPLP";"LOGO-LILYPAD";"";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"MCP73831";"MCP73831";"SOT23-5";"Microchip's MCP73831";"";
"Y1";"8MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
