"Part";"Value";"Device";"Package";"Description";"";
"C1";"100pF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"100pF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"10 nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C6";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C7";"10 nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C8";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C9";"100 uF";"CAP_POL7343";"EIA7343";"Capacitor Polarized";"";
"C10";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C11";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C12";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"IC1";"OPAMP-DUALU";"OPAMP-DUALU";"SO08";"Operational Amplifier";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"JUMPER-32-3";"JUMPER-32-3";"SJ_3_PASTE2&3";"";"";
"JP3";"Audio Header";"M02PTH";"1X02";"Header 2";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP6";"3.5mm SMD Audio Jack";"AUDIO-JACKSMD2";"AUDIO-JACK-3.5MM-SMD";"3.5mm Audio Jack";"";
"LED1";"Green";"LED0603";"LED-0603";"LEDs";"";
"R1";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"100K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"100K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R6";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R7";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R8";"10K Trimpot";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"R9";"10K";"RESISTOR0603";"0603";"Resistor";"";
"R10";"10K";"RESISTOR0603";"0603";"Resistor";"";
"R11";"28k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R12";"28k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R13";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R14";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"S1";"Reset Switch";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"U1";"ARDUINO_SHIELDLABEL";"ARDUINO_SHIELDLABEL";"DUEMILANOVE_SHIELD";"";"";
"U2";"SPEAKJETSMD_WIDE";"SPEAKJETSMD_WIDE";"SO-18W";"";"";
