"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C5";"18pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"18pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C11";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"F1";"PTCSMD";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"IC1";"lm1117";"V_REG_LM1117SOT223";"SOT223";"Voltage Regulator LM1117";"";
"JP2";"GPIN";"M08";"1X08";"Header 8";"";
"JP3";"GPOUT";"M08";"1X08";"Header 8";"";
"JP4";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP7";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"LED1";"red";"LED0603";"LED-0603";"LEDs";"";
"Q2";"12MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
"R1";"33";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"33";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"2.2K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"240";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"715";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R14";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"SWITCH-DPDTSMD";"SWITCH-DPDTSMD";"AYZ0202";"DPDT Version of the COM-00597";"";
"S2";"SWITCH-SMD";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"U$3";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"ARDUINO_SHIELD";"ARDUINO_SHIELDLABEL";"DUEMILANOVE_SHIELD";"";"";
"U2";"MAX3421E";"MAX3421ESMD";"TQFP32-5MM";"USB Peripheral/Host Controller w/ SPI";"";
"U3";"3.3V_REG";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U4";"HEX_CONVERTER";"HEX_CONVERTER";"SO016";"";"";
"X2";"USB_";"USB_";"USB-A-S-SILK-FEMALE";"USB Connectors";"";
